id,Date Invoiced,Date Paid,No. Days taken to Pay,Client Name,Invoice Reference,Invoice Amount,Paid Amount,Is Duplicate,Payment Status,Is Late,Invoice Month,Invoice Year,Payment Month,Payment Year,Is Outstanding,Amount Due
b85a84d4-8778-47ec-9f30-88acc8c7007b,2017-10-31,2017-12-27,57,150,2017-20173968,49609.96,49609.96,True,Fully Paid,True,2017-10,2017,2017-12,2017,False,0.0
79cb78cc-2601-4509-845b-7ab948ac3252,2017-01-22,2017-02-12,21,150,2017-20173478,32276.48,32276.48,True,Fully Paid,False,2017-01,2017,2017-02,2017,False,0.0
d98f0b28-d7fe-4faf-ba31-7a3d09f26d99,2017-04-30,2017-07-26,87,150,2017-20173660,48903.25,48903.25,False,Fully Paid,True,2017-04,2017,2017-07,2017,False,0.0
8aa266dd-d8df-4ed2-bd2d-9c3208ff4b28,2017-01-22,2017-02-12,21,150,2017-20173478,27885.61,27885.61,True,Fully Paid,False,2017-01,2017,2017-02,2017,False,0.0
da0c15fc-c0b5-4e93-ace6-452097b65a9e,2017-04-13,2017-06-08,56,150,2017-20173630,27885.61,27885.61,True,Fully Paid,True,2017-04,2017,2017-06,2017,False,0.0
dabd14e9-eff9-40cc-9311-4589e1099912,2017-06-29,2017-07-26,27,150,2017-20173765,27885.61,27885.61,True,Fully Paid,False,2017-06,2017,2017-07,2017,False,0.0
dfcf71d2-8b45-4d82-8237-06778489adfd,2017-07-31,2017-10-18,79,150,2017-20173839,27885.61,27885.61,False,Fully Paid,True,2017-07,2017,2017-10,2017,False,0.0
e9c168b9-a652-4e67-a5fb-27c8a5550af5,2017-08-30,2017-11-12,74,150,2017-20173903,16111.23,16111.23,False,Fully Paid,True,2017-08,2017,2017-11,2017,False,0.0
05158cd4-962d-4d83-9641-ab497bd012ca,2017-04-13,2017-06-08,56,150,2017-20173630,14971.52,14971.52,True,Fully Paid,True,2017-04,2017,2017-06,2017,False,0.0
2430031a-0e21-45ed-a468-993870b072dc,2017-03-30,2017-05-30,61,150,2017-20173616,22207.52,22207.52,False,Fully Paid,True,2017-03,2017,2017-05,2017,False,0.0
b1ef880a-ae4a-455c-ad05-bf6f1eabee60,2017-03-30,2017-06-08,70,150,2017-20173617,22207.52,22207.52,False,Fully Paid,True,2017-03,2017,2017-06,2017,False,0.0
35455f07-e6f3-4d2a-a507-e661accd2c38,2017-01-31,2017-02-12,12,150,2017-20173522,12736.3,12736.3,False,Fully Paid,False,2017-01,2017,2017-02,2017,False,0.0
1d590387-4f96-4be5-b16a-a44aa588c91a,2017-03-16,2017-04-20,35,150,2017-20173573,12736.3,12736.3,False,Fully Paid,True,2017-03,2017,2017-04,2017,False,0.0
e44ab0dd-de4a-487e-aef7-3b6c94d9cb31,2017-05-18,2017-06-28,41,150,2017-20173687,12736.3,12736.3,False,Fully Paid,True,2017-05,2017,2017-06,2017,False,0.0
3cc2bbac-9ab5-481f-800b-2bd7d365457f,2017-04-13,2017-06-08,56,150,2017-20173630,14832.19,14832.19,True,Fully Paid,True,2017-04,2017,2017-06,2017,False,0.0
42d30adc-0708-48f2-899e-757d5a6ac474,2017-02-28,2017-04-24,55,150,2017-20173562,24900.41,24900.41,False,Fully Paid,True,2017-02,2017,2017-04,2017,False,0.0
