Date Invoiced,Date Paid,No. Days taken to Pay,Client Name,Invoice Reference,Invoice Amount,Paid Amount,Is Duplicate,Payment Status,Is Late,Invoice Month,Invoice Year,Payment Month,Payment Year,Is Outstanding,Amount Due
2022-05-31,2024-04-05,675,1,2022-5916,105609.74,105609.74,False,Fully Paid,True,2022-05,2022,2024-04,2024,False,0.0
2023-08-16,2024-04-05,233,1,2023-6512,263821.73,263821.73,True,Fully Paid,True,2023-08,2023,2024-04,2024,False,0.0
2023-08-16,2024-04-05,233,1,2023-6512,90150.94,90150.94,True,Fully Paid,True,2023-08,2023,2024-04,2024,False,0.0
2023-08-16,2024-04-05,233,1,2023-6512,8442.53,8442.53,True,Fully Paid,True,2023-08,2023,2024-04,2024,False,0.0
2019-01-31,2019-09-17,229,1,2019-4610,102461.41,102461.4,True,Partially Paid,True,2019-01,2019,2019-09,2019,True,0.010000000009313226
2019-01-31,2019-09-17,229,1,2019-4610,102461.41,0.01,True,Partially Paid,True,2019-01,2019,2019-09,2019,True,102461.40000000001
2019-01-31,2019-09-17,229,1,2019-4610,61296.04,61296.04,True,Fully Paid,True,2019-01,2019,2019-09,2019,False,0.0
2019-07-31,2020-03-04,217,1,2019-4840,31578.29,31578.29,True,Fully Paid,True,2019-07,2019,2020-03,2020,False,0.0
2019-07-31,2020-03-04,217,1,2019-4840,22190.91,22190.91,True,Fully Paid,True,2019-07,2019,2020-03,2020,False,0.0
2019-07-31,2020-03-04,217,1,2019-4840,17435.27,17435.27,True,Fully Paid,True,2019-07,2019,2020-03,2020,False,0.0
2019-02-28,2019-09-17,201,1,2019-4654,44621.65,44621.65,True,Fully Paid,True,2019-02,2019,2019-09,2019,False,0.0
2019-02-28,2019-09-17,201,1,2019-4654,13355.94,13355.94,True,Fully Paid,True,2019-02,2019,2019-09,2019,False,0.0
2018-06-28,2019-01-09,195,1,2018-20184330,308482.12,308482.12,True,Fully Paid,True,2018-06,2018,2019-01,2019,False,0.0
2018-06-28,2019-01-09,195,1,2018-20184330,46435.98,46435.98,True,Fully Paid,True,2018-06,2018,2019-01,2019,False,0.0
2019-08-29,2020-03-04,188,1,2019-4873,48567.27,48567.27,True,Fully Paid,True,2019-08,2019,2020-03,2020,False,0.0
2019-08-29,2020-03-04,188,1,2019-4873,11834.44,11834.44,True,Fully Paid,True,2019-08,2019,2020-03,2020,False,0.0
2022-04-29,2022-10-14,168,1,2022-5878,81870.41,81870.41,True,Fully Paid,True,2022-04,2022,2022-10,2022,False,0.0
2022-04-29,2022-10-14,168,1,2022-5878,9029.56,9029.56,True,Fully Paid,True,2022-04,2022,2022-10,2022,False,0.0
2019-07-31,2019-12-29,151,1,2019-4844,545557.84,545557.84,False,Fully Paid,True,2019-07,2019,2019-12,2019,False,0.0
2022-06-30,2022-11-14,137,1,2022-5950,511391.92,511391.92,False,Fully Paid,True,2022-06,2022,2022-11,2022,False,0.0
2019-12-30,2020-05-11,133,1,2019-5012,504920.29,504920.29,False,Fully Paid,True,2019-12,2019,2020-05,2020,False,0.0
2019-10-30,2020-03-04,126,1,2019-4937,34555.13,34555.13,True,Fully Paid,True,2019-10,2019,2020-03,2020,False,0.0
2019-10-30,2020-03-04,126,1,2019-4937,12684.67,12684.67,True,Fully Paid,True,2019-10,2019,2020-03,2020,False,0.0
2018-09-30,2019-01-30,122,1,2018-20184451,159590.0,159590.0,True,Fully Paid,True,2018-09,2018,2019-01,2019,False,0.0
2022-06-16,2022-10-14,120,1,2022-5930,59577.03,59577.03,False,Fully Paid,True,2022-06,2022,2022-10,2022,False,0.0
2023-10-26,2024-02-21,118,1,2023-6591,115422.08,115422.08,False,Fully Paid,True,2023-10,2023,2024-02,2024,False,0.0
2019-04-30,2019-08-25,117,1,2019-4713,75567.44,75567.44,False,Fully Paid,True,2019-04,2019,2019-08,2019,False,0.0
2018-03-29,2018-07-18,111,1,2018-20184222,539101.9,539101.9,True,Fully Paid,True,2018-03,2018,2018-07,2018,False,0.0
2018-03-29,2018-07-18,111,1,2018-20184222,41447.58,41447.58,True,Fully Paid,True,2018-03,2018,2018-07,2018,False,0.0
2019-11-30,2020-03-18,109,1,2019-4977,308482.12,308482.12,True,Fully Paid,True,2019-11,2019,2020-03,2020,False,0.0
2019-11-30,2020-03-18,109,1,2019-4977,46435.98,46435.98,True,Fully Paid,True,2019-11,2019,2020-03,2020,False,0.0
2019-11-30,2020-03-18,109,1,2019-4977,18289.78,18289.78,True,Fully Paid,True,2019-11,2019,2020-03,2020,False,0.0
2023-11-17,2024-02-27,102,1,2023-6627,503724.14,503724.14,False,Fully Paid,True,2023-11,2023,2024-02,2024,False,0.0
2018-09-30,2019-01-09,101,1,2018-20184451,308482.12,308482.12,True,Fully Paid,True,2018-09,2018,2019-01,2019,False,0.0
2022-03-31,2022-07-01,92,1,2022-5863,584352.38,584352.38,True,Fully Paid,True,2022-03,2022,2022-07,2022,False,0.0
2022-03-31,2022-07-01,92,1,2022-5856,227788.8,227788.8,False,Fully Paid,True,2022-03,2022,2022-07,2022,False,0.0
2022-03-31,2022-07-01,92,1,2022-5863,105175.91,105175.91,True,Fully Paid,True,2022-03,2022,2022-07,2022,False,0.0
2022-03-31,2022-07-01,92,1,2022-5855,18722.47,18722.47,False,Fully Paid,True,2022-03,2022,2022-07,2022,False,0.0
2022-10-31,2023-01-27,88,1,2022-6142,338437.17,338437.17,False,Fully Paid,True,2022-10,2022,2023-01,2023,False,0.0
2024-02-29,2024-05-27,88,1,2024-6775,367264.94,367264.94,False,Fully Paid,True,2024-02,2024,2024-05,2024,False,0.0
2022-10-31,2023-01-27,88,1,2022-6141,137571.55,137571.55,False,Fully Paid,True,2022-10,2022,2023-01,2023,False,0.0
2023-10-26,2024-01-22,88,1,2023-6590,27843.52,27843.52,False,Fully Paid,True,2023-10,2023,2024-01,2024,False,0.0
2023-12-20,2024-03-15,86,1,2023-6652,323553.51,323553.51,True,Fully Paid,True,2023-12,2023,2024-03,2024,False,0.0
2023-12-20,2024-03-15,86,1,2023-6652,131272.24,131272.24,True,Fully Paid,True,2023-12,2023,2024-03,2024,False,0.0
2023-12-20,2024-03-15,86,1,2023-6664,18996.04,18996.04,True,Fully Paid,True,2023-12,2023,2024-03,2024,False,0.0
2023-12-20,2024-03-15,86,1,2023-6664,20626.5,20626.5,True,Fully Paid,True,2023-12,2023,2024-03,2024,False,0.0
2022-09-30,2022-12-23,84,1,2022-6087,304231.28,304231.28,False,Fully Paid,True,2022-09,2022,2022-12,2022,False,0.0
2018-07-22,2018-10-14,84,1,2018-20184356,128756.24,128756.24,True,Fully Paid,True,2018-07,2018,2018-10,2018,False,0.0
2018-07-22,2018-10-14,84,1,2018-20184356,128956.32,128956.32,True,Fully Paid,True,2018-07,2018,2018-10,2018,False,0.0
2022-09-30,2022-12-23,84,1,2022-6071,42894.59,42894.59,False,Fully Paid,True,2022-09,2022,2022-12,2022,False,0.0
2018-07-22,2018-10-14,84,1,2018-20184356,15536.34,15536.34,True,Fully Paid,True,2018-07,2018,2018-10,2018,False,0.0
2018-07-22,2018-10-14,84,1,2018-20184356,11834.44,11834.44,True,Fully Paid,True,2018-07,2018,2018-10,2018,False,0.0
2023-05-31,2023-08-21,82,1,2023-6424,1155073.34,1155073.34,False,Fully Paid,True,2023-05,2023,2023-08,2023,False,0.0
2019-01-31,2019-04-22,81,1,2019-4609,250178.06,250178.06,True,Fully Paid,True,2019-01,2019,2019-04,2019,False,0.0
2019-01-31,2019-04-22,81,1,2019-4609,141728.05,141728.05,True,Fully Paid,True,2019-01,2019,2019-04,2019,False,0.0
2019-01-31,2019-04-22,81,1,2019-4609,53288.54,53288.54,True,Fully Paid,True,2019-01,2019,2019-04,2019,False,0.0
2022-10-31,2023-01-16,77,1,2022-6127,425940.2,425940.2,False,Fully Paid,True,2022-10,2022,2023-01,2023,False,0.0
2022-11-30,2023-02-15,77,1,2022-6171,324195.67,324195.67,False,Fully Paid,True,2022-11,2022,2023-02,2023,False,0.0
2022-10-31,2023-01-16,77,1,2022-6122,239513.88,239513.88,False,Fully Paid,True,2022-10,2022,2023-01,2023,False,0.0
2023-03-31,2023-06-16,77,1,2023-6357,116909.06,116909.06,True,Fully Paid,True,2023-03,2023,2023-06,2023,False,0.0
2023-03-31,2023-06-16,77,1,2023-6357,35370.34,35370.34,True,Fully Paid,True,2023-03,2023,2023-06,2023,False,0.0
2023-12-31,2024-03-15,75,1,2023-6698,685381.01,685381.01,False,Fully Paid,True,2023-12,2023,2024-03,2024,False,0.0
2022-06-30,2022-09-12,74,1,2022-5954,625449.61,625449.61,False,Fully Paid,True,2022-06,2022,2022-09,2022,False,0.0
2022-04-22,2022-07-01,70,1,2022-5870,629200.1,629200.1,False,Fully Paid,True,2022-04,2022,2022-07,2022,False,0.0
2023-01-31,2023-04-10,69,1,2023-6263,647685.77,647685.77,False,Fully Paid,True,2023-01,2023,2023-04,2023,False,0.0
2023-04-28,2023-07-04,67,1,2023-6384,415662.89,415662.89,False,Fully Paid,True,2023-04,2023,2023-07,2023,False,0.0
2022-06-29,2022-09-02,65,1,2022-5937,151113.24,151113.24,False,Fully Paid,True,2022-06,2022,2022-09,2022,False,0.0
2022-07-31,2022-10-03,64,1,2022-5980,422106.26,422106.26,False,Fully Paid,True,2022-07,2022,2022-10,2022,False,0.0
2023-03-31,2023-06-02,63,1,2023-6355,1079358.07,1079358.07,False,Fully Paid,True,2023-03,2023,2023-06,2023,False,0.0
2023-08-31,2023-11-02,63,1,2023-6532,837210.8,837210.8,False,Fully Paid,True,2023-08,2023,2023-11,2023,False,0.0
2022-04-30,2022-07-01,62,1,2022-5890,633393.22,633393.22,False,Fully Paid,True,2022-04,2022,2022-07,2022,False,0.0
2018-11-29,2019-01-30,62,1,2018-20184518,250178.06,250178.06,True,Fully Paid,True,2018-11,2018,2019-01,2019,False,0.0
2023-06-30,2023-08-29,60,1,2023-6461,1015114.75,1015114.75,False,Fully Paid,True,2023-06,2023,2023-08,2023,False,0.0
2022-03-30,2022-05-27,58,1,2022-5843,404745.4,404745.4,False,Fully Paid,True,2022-03,2022,2022-05,2022,False,0.0
2022-12-31,2023-02-25,56,1,2022-6212,264527.97,264527.97,False,Fully Paid,True,2022-12,2022,2023-02,2023,False,0.0
2022-09-30,2022-11-24,55,1,2022-6088,449199.21,449199.21,False,Fully Paid,True,2022-09,2022,2022-11,2022,False,0.0
2023-02-28,2023-04-24,55,1,2023-6318,777633.58,777633.58,False,Fully Paid,True,2023-02,2023,2023-04,2023,False,0.0
2022-08-31,2022-10-24,54,1,2022-6037,506162.84,506162.84,False,Fully Paid,True,2022-08,2022,2022-10,2022,False,0.0
2022-11-23,2023-01-16,54,1,2022-6155,35370.34,35370.34,False,Fully Paid,True,2022-11,2022,2023-01,2023,False,0.0
2022-12-31,2023-02-21,52,1,2022-6236,303997.54,303997.54,False,Fully Paid,True,2022-12,2022,2023-02,2023,False,0.0
2023-04-19,2023-06-09,51,1,2023-6368,329069.2,329069.2,True,Fully Paid,True,2023-04,2023,2023-06,2023,False,0.0
2023-04-19,2023-06-09,51,1,2023-6368,377156.37,377156.37,True,Fully Paid,True,2023-04,2023,2023-06,2023,False,0.0
2018-05-31,2018-07-18,48,1,2018-20184304,637127.3,637127.3,True,Fully Paid,True,2018-05,2018,2018-07,2018,False,0.0
2018-05-31,2018-07-18,48,1,2018-20184304,90633.41,90633.41,True,Fully Paid,True,2018-05,2018,2018-07,2018,False,0.0
2022-02-28,2022-04-15,46,1,2022-5817,401600.77,110513.19,True,Partially Paid,True,2022-02,2022,2022-04,2022,True,291087.58
2023-07-31,2023-09-12,43,1,2023-6506,631055.71,631055.71,False,Fully Paid,True,2023-07,2023,2023-09,2023,False,0.0
2023-07-31,2023-09-12,43,1,2023-6505,113492.25,113492.25,True,Fully Paid,True,2023-07,2023,2023-09,2023,False,0.0
2019-05-28,2019-07-10,43,1,2019-4743,74562.15,74562.15,True,Fully Paid,True,2019-05,2019,2019-07,2019,False,0.0
2019-05-28,2019-07-10,43,1,2019-4743,89704.31,89704.31,True,Fully Paid,True,2019-05,2019,2019-07,2019,False,0.0
2023-07-31,2023-09-12,43,1,2023-6505,46374.64,46374.64,True,Fully Paid,True,2023-07,2023,2023-09,2023,False,0.0
2019-05-28,2019-07-10,43,1,2019-4743,48567.27,48567.27,True,Fully Paid,True,2019-05,2019,2019-07,2019,False,0.0
2022-02-15,2022-03-29,42,1,2022-5795,179107.67,179107.67,False,Fully Paid,True,2022-02,2022,2022-03,2022,False,0.0
2023-01-31,2023-03-14,42,1,2023-6252,36633.88,36633.88,False,Fully Paid,True,2023-01,2023,2023-03,2023,False,0.0
2018-11-29,2019-01-09,41,1,2018-20184518,40034.11,27633.0,True,Partially Paid,True,2018-11,2018,2019-01,2019,True,12401.11
2018-11-29,2019-01-09,41,1,2018-20184518,40034.11,12401.11,True,Partially Paid,True,2018-11,2018,2019-01,2019,True,27633.0
2023-10-13,2023-11-23,41,1,2023-6584,39356.89,39356.89,False,Fully Paid,True,2023-10,2023,2023-11,2023,False,0.0
2023-09-30,2023-11-09,40,1,2023-6571,1224560.51,1224560.51,False,Fully Paid,True,2023-09,2023,2023-11,2023,False,0.0
2019-07-17,2019-08-25,39,1,2019-4816,74562.15,74562.15,True,Fully Paid,True,2019-07,2019,2019-08,2019,False,0.0
2019-07-17,2019-08-25,39,1,2019-4816,89704.31,89704.31,True,Fully Paid,True,2019-07,2019,2019-08,2019,False,0.0
2022-01-31,2022-03-08,36,1,2022-5787,571605.74,571605.74,False,Fully Paid,True,2022-01,2022,2022-03,2022,False,0.0
2022-03-14,2022-04-15,32,1,2022-5837,587192.18,587192.18,False,Fully Paid,True,2022-03,2022,2022-04,2022,False,0.0
2023-01-24,2023-02-25,32,1,2023-6246,92659.1,92659.1,False,Fully Paid,True,2023-01,2023,2023-02,2023,False,0.0
2022-02-28,2022-03-29,29,1,2022-5817,401600.77,291087.57,True,Partially Paid,False,2022-02,2022,2022-03,2022,True,110513.20000000001
2023-09-25,2023-10-24,29,1,2023-6546,68823.04,68823.04,False,Fully Paid,False,2023-09,2023,2023-10,2023,False,0.0
2022-05-31,2022-06-28,28,1,2022-5921,772011.15,772011.15,False,Fully Paid,False,2022-05,2022,2022-06,2022,False,0.0
2019-01-10,2019-02-07,28,1,2019-4581,425292.32,425292.32,True,Fully Paid,False,2019-01,2019,2019-02,2019,False,0.0
2019-01-10,2019-02-07,28,1,2019-4581,308482.12,308482.12,True,Fully Paid,False,2019-01,2019,2019-02,2019,False,0.0
2019-01-10,2019-02-07,28,1,2019-4581,46435.98,46435.98,True,Fully Paid,False,2019-01,2019,2019-02,2019,False,0.0
2018-07-19,2018-08-14,26,1,2018-20184355,262354.87,262354.87,True,Fully Paid,False,2018-07,2018,2018-08,2018,False,0.0
2018-07-19,2018-08-14,26,1,2018-20184355,351286.74,351286.74,True,Fully Paid,False,2018-07,2018,2018-08,2018,False,0.0
2018-07-19,2018-08-14,26,1,2018-20184355,43099.35,43099.35,True,Fully Paid,False,2018-07,2018,2018-08,2018,False,0.0
2018-07-19,2018-08-14,26,1,2018-20184355,53288.54,53288.54,True,Fully Paid,False,2018-07,2018,2018-08,2018,False,0.0
2022-06-29,2022-07-22,23,1,2022-5936,438185.84,438185.84,False,Fully Paid,False,2022-06,2022,2022-07,2022,False,0.0
2019-07-11,2019-07-16,5,1,2019-4809,74562.15,74562.15,True,Fully Paid,False,2019-07,2019,2019-07,2019,False,0.0
2019-07-11,2019-07-16,5,1,2019-4809,52559.3,52559.3,True,Fully Paid,False,2019-07,2019,2019-07,2019,False,0.0
2014-11-30,2015-04-23,144,2,2014-14643,15557.24,15557.24,False,Fully Paid,True,2014-11,2014,2015-04,2015,False,0.0
2022-09-15,2022-10-13,28,3,2022-6059,148081.97,148081.97,False,Fully Paid,False,2022-09,2022,2022-10,2022,False,0.0
2016-06-30,2017-03-14,257,4,2016-20163131,72457.01,72457.01,False,Fully Paid,True,2016-06,2016,2017-03,2017,False,0.0
2016-08-30,2017-03-14,196,4,2016-20163232,72457.01,21188.02,True,Partially Paid,True,2016-08,2016,2017-03,2017,True,51268.98999999999
2016-08-30,2017-06-19,293,4,2016-20163232,72457.01,51269.0,True,Partially Paid,True,2016-08,2016,2017-06,2017,True,21188.009999999995
2017-05-30,2017-06-19,20,4,2017-20173712,32276.48,32276.48,False,Fully Paid,False,2017-05,2017,2017-06,2017,False,0.0
2015-01-31,2015-03-16,44,4,2015-20151045,21834.81,21834.81,False,Fully Paid,True,2015-01,2015,2015-03,2015,False,0.0
2015-02-28,2015-05-03,64,4,2015-20151057,21834.81,21834.81,False,Fully Paid,True,2015-02,2015,2015-05,2015,False,0.0
2015-03-30,2015-05-03,34,4,2015-20151074,21834.81,21834.81,False,Fully Paid,True,2015-03,2015,2015-05,2015,False,0.0
2015-04-30,2015-05-03,3,4,2015-20151094,21834.81,21834.81,False,Fully Paid,False,2015-04,2015,2015-05,2015,False,0.0
2015-05-31,2016-04-03,308,4,2015-20152405,21834.81,21834.81,False,Fully Paid,True,2015-05,2015,2016-04,2016,False,0.0
2015-06-29,2016-04-03,279,4,2015-20152453,21834.81,21834.81,False,Fully Paid,True,2015-06,2015,2016-04,2016,False,0.0
2015-07-30,2016-04-03,248,4,2015-20152528,21834.81,21834.81,False,Fully Paid,True,2015-07,2015,2016-04,2016,False,0.0
2015-08-30,2016-04-03,217,4,2015-20152574,21834.81,21834.81,False,Fully Paid,True,2015-08,2015,2016-04,2016,False,0.0
2015-09-30,2016-04-03,186,4,2015-20152620,21834.81,21834.81,False,Fully Paid,True,2015-09,2015,2016-04,2016,False,0.0
2015-10-29,2016-04-03,157,4,2015-20152677,21834.81,4581.9,True,Partially Paid,True,2015-10,2015,2016-04,2016,True,17252.910000000003
2015-10-29,2017-03-14,502,4,2015-20152677,21834.81,17252.91,True,Partially Paid,True,2015-10,2015,2017-03,2017,True,4581.9000000000015
2015-11-29,2017-03-14,471,4,2015-20152739,21834.81,21834.81,False,Fully Paid,True,2015-11,2015,2017-03,2017,False,0.0
2015-12-31,2017-03-14,439,4,2015-20152798,21834.81,21834.81,False,Fully Paid,True,2015-12,2015,2017-03,2017,False,0.0
2016-01-31,2017-03-14,408,4,2016-20162886,21834.81,21834.81,False,Fully Paid,True,2016-01,2016,2017-03,2017,False,0.0
2016-02-29,2017-03-14,379,4,2016-20162918,21834.81,21834.81,False,Fully Paid,True,2016-02,2016,2017-03,2017,False,0.0
2016-03-30,2017-03-14,349,4,2016-20162985,21834.81,21834.81,False,Fully Paid,True,2016-03,2016,2017-03,2017,False,0.0
2016-04-28,2017-03-14,320,4,2016-20163036,21834.81,21834.81,False,Fully Paid,True,2016-04,2016,2017-03,2017,False,0.0
2016-09-29,2017-06-19,263,4,2016-20163280,21834.81,21834.81,False,Fully Paid,True,2016-09,2016,2017-06,2017,False,0.0
2016-10-30,2017-06-19,232,4,2016-20163325,21834.81,21834.81,False,Fully Paid,True,2016-10,2016,2017-06,2017,False,0.0
2016-11-30,2017-06-19,201,4,2016-20163405,21834.81,21834.81,False,Fully Paid,True,2016-11,2016,2017-06,2017,False,0.0
2016-12-29,2017-06-19,172,4,2016-20163430,21834.81,21834.81,False,Fully Paid,True,2016-12,2016,2017-06,2017,False,0.0
2017-01-31,2017-06-19,139,4,2017-20173501,12736.3,12736.3,False,Fully Paid,True,2017-01,2017,2017-06,2017,False,0.0
2017-02-28,2017-06-19,111,4,2017-20173539,12736.3,12736.3,False,Fully Paid,True,2017-02,2017,2017-06,2017,False,0.0
2017-03-30,2017-06-19,81,4,2017-20173599,12736.3,12736.3,False,Fully Paid,True,2017-03,2017,2017-06,2017,False,0.0
2017-06-29,2017-06-29,0,4,2017-20173762,12736.3,12736.3,False,Fully Paid,False,2017-06,2017,2017-06,2017,False,0.0
2015-05-12,2016-04-03,327,4,2015-20152381,18276.52,18276.52,False,Fully Paid,True,2015-05,2015,2016-04,2016,False,0.0
2018-01-22,2018-01-30,8,5,2018-20184098,16473.16,16473.16,False,Fully Paid,False,2018-01,2018,2018-01,2018,False,0.0
2018-01-23,2018-02-06,14,5,2018-20184099,5189.78,5189.78,False,Fully Paid,False,2018-01,2018,2018-02,2018,False,0.0
2015-05-21,2016-03-01,285,6,2015-20152389,275316.7,275316.7,False,Fully Paid,True,2015-05,2015,2016-03,2016,False,0.0
2015-08-31,2016-03-01,183,6,2015-20152583,212759.08,212759.08,False,Fully Paid,True,2015-08,2015,2016-03,2016,False,0.0
2015-06-30,2016-03-01,245,6,2015-20152477,302209.17,302209.17,False,Fully Paid,True,2015-06,2015,2016-03,2016,False,0.0
2015-01-28,2015-03-08,39,6,2015-20152283,108348.87,108348.87,False,Fully Paid,True,2015-01,2015,2015-03,2015,False,0.0
2015-02-26,2015-05-20,83,6,2015-20152308,125238.89,125238.89,False,Fully Paid,True,2015-02,2015,2015-05,2015,False,0.0
2016-07-31,2018-07-31,730,6,2016-20163197,83232.76,83232.76,False,Fully Paid,True,2016-07,2016,2018-07,2018,False,0.0
2015-04-30,2016-01-12,257,6,2015-20152365,61628.37,61628.37,True,Fully Paid,True,2015-04,2015,2016-01,2016,False,0.0
2016-06-30,2018-07-31,761,6,2016-20163154,52687.84,52687.84,False,Fully Paid,True,2016-06,2016,2018-07,2018,False,0.0
2015-03-31,2016-01-12,287,6,2015-20152340,94403.88,94403.88,True,Fully Paid,True,2015-03,2015,2016-01,2016,False,0.0
2015-04-30,2016-01-12,257,6,2015-20152365,87365.39,87365.39,True,Fully Paid,True,2015-04,2015,2016-01,2016,False,0.0
2015-03-31,2016-01-12,287,6,2015-20152340,55312.72,55312.72,True,Fully Paid,True,2015-03,2015,2016-01,2016,False,0.0
2015-04-30,2016-01-12,257,6,2015-20152365,55312.72,55312.72,True,Fully Paid,True,2015-04,2015,2016-01,2016,False,0.0
2015-04-30,2016-01-12,257,6,2015-20152365,61596.66,61596.66,True,Fully Paid,True,2015-04,2015,2016-01,2016,False,0.0
2016-05-25,2018-07-31,797,6,2016-20163071,83514.83,83514.83,False,Fully Paid,True,2016-05,2016,2018-07,2018,False,0.0
2015-06-22,2016-03-30,282,6,2015-20152440,65187.87,65187.87,False,Fully Paid,True,2015-06,2015,2016-03,2016,False,0.0
2015-05-31,2016-01-25,239,6,2015-20152400,52125.61,52125.61,False,Fully Paid,True,2015-05,2015,2016-01,2016,False,0.0
2016-09-22,2018-07-31,677,6,2016-20163273,43060.1,24669.85,True,Partially Paid,True,2016-09,2016,2018-07,2018,True,18390.25
2016-09-22,2018-07-31,677,6,2016-20163273,43060.1,18390.25,True,Partially Paid,True,2016-09,2016,2018-07,2018,True,24669.85
2016-09-21,2018-07-31,678,6,2016-20163270,22605.04,22605.04,False,Fully Paid,True,2016-09,2016,2018-07,2018,False,0.0
2016-09-22,2018-07-31,677,6,2016-20163273,9292.81,9292.81,True,Fully Paid,True,2016-09,2016,2018-07,2018,False,0.0
2016-03-14,2016-07-10,118,6,2016-20162954,15144.39,15144.39,False,Fully Paid,True,2016-03,2016,2016-07,2016,False,0.0
2018-07-16,2018-08-08,23,7,2018-20184354,87659.38,87659.38,False,Fully Paid,False,2018-07,2018,2018-08,2018,False,0.0
2018-08-08,2018-09-05,28,7,2018-20184386,87659.38,144.42,True,Partially Paid,False,2018-08,2018,2018-09,2018,True,87514.96
2018-08-08,2018-09-05,28,7,2018-20184386,87659.38,93.09,True,Partially Paid,False,2018-08,2018,2018-09,2018,True,87566.29000000001
2018-08-08,2018-09-05,28,7,2018-20184386,87659.38,87344.3,True,Partially Paid,False,2018-08,2018,2018-09,2018,True,315.08000000000175
2018-08-08,2018-09-05,28,7,2018-20184386,87659.38,77.57,True,Partially Paid,False,2018-08,2018,2018-09,2018,True,87581.81
2015-12-14,2015-12-14,0,8,2015-20152785,54120.07,54120.07,False,Fully Paid,False,2015-12,2015,2015-12,2015,False,0.0
2023-08-31,2023-09-22,22,9,2023-6555,209466.25,209466.25,False,Fully Paid,False,2023-08,2023,2023-09,2023,False,0.0
2023-06-30,2023-07-24,24,9,2023-6446,113482.35,113482.35,False,Fully Paid,False,2023-06,2023,2023-07,2023,False,0.0
2022-12-31,2023-01-23,23,9,2022-6218,58387.54,58387.54,True,Fully Paid,False,2022-12,2022,2023-01,2023,False,0.0
2023-09-30,2023-10-23,23,9,2023-6582,119525.69,119525.69,False,Fully Paid,False,2023-09,2023,2023-10,2023,False,0.0
2024-01-31,2024-02-28,28,9,2024-6723,119525.69,119525.69,False,Fully Paid,False,2024-01,2024,2024-02,2024,False,0.0
2022-11-30,2022-12-27,27,9,2022-6157,44851.87,44851.87,True,Fully Paid,False,2022-11,2022,2022-12,2022,False,0.0
2022-12-31,2023-01-23,23,9,2022-6218,75603.07,75603.07,True,Fully Paid,False,2022-12,2022,2023-01,2023,False,0.0
2022-10-31,2022-11-25,25,9,2022-6123,83489.65,83489.65,True,Fully Paid,False,2022-10,2022,2022-11,2022,False,0.0
2024-02-29,2024-05-09,70,9,2024-6758,46483.97,46483.97,True,Fully Paid,True,2024-02,2024,2024-05,2024,False,0.0
2023-04-28,2023-05-08,10,9,2023-6377,59922.56,59922.56,False,Fully Paid,False,2023-04,2023,2023-05,2023,False,0.0
2022-11-30,2022-12-27,27,9,2022-6157,41809.18,41809.18,True,Fully Paid,False,2022-11,2022,2022-12,2022,False,0.0
2022-09-30,2022-10-21,21,9,2022-6094,34312.66,34312.66,True,Fully Paid,False,2022-09,2022,2022-10,2022,False,0.0
2022-10-31,2022-11-25,25,9,2022-6123,44950.27,44950.27,True,Fully Paid,False,2022-10,2022,2022-11,2022,False,0.0
2022-04-28,2022-04-28,0,9,2022-5876,30287.24,19489.86,True,Partially Paid,False,2022-04,2022,2022-04,2022,True,10797.380000000001
2022-04-28,2022-05-05,7,9,2022-5876,30287.24,10797.38,True,Partially Paid,False,2022-04,2022,2022-05,2022,True,19489.86
2022-04-28,2022-04-28,0,9,2022-5876,31578.29,31578.29,True,Fully Paid,False,2022-04,2022,2022-04,2022,False,0.0
2022-09-30,2022-10-21,21,9,2022-6094,18691.56,18691.56,True,Fully Paid,False,2022-09,2022,2022-10,2022,False,0.0
2022-09-30,2022-11-25,56,9,2022-6096,15015.46,15015.46,True,Fully Paid,True,2022-09,2022,2022-11,2022,False,0.0
2022-11-30,2022-12-27,27,9,2022-6166,15015.46,15015.46,True,Fully Paid,False,2022-11,2022,2022-12,2022,False,0.0
2022-12-31,2023-01-23,23,9,2022-6226,15015.46,15015.46,True,Fully Paid,False,2022-12,2022,2023-01,2023,False,0.0
2023-01-31,2023-02-23,23,9,2023-6261,15015.46,15015.46,True,Fully Paid,False,2023-01,2023,2023-02,2023,False,0.0
2023-02-28,2023-03-22,22,9,2023-6315,15015.46,15015.46,True,Fully Paid,False,2023-02,2023,2023-03,2023,False,0.0
2023-03-31,2023-04-19,19,9,2023-6348,15015.46,15015.46,True,Fully Paid,False,2023-03,2023,2023-04,2023,False,0.0
2023-04-28,2023-05-08,10,9,2023-6376,15015.46,15015.46,True,Fully Paid,False,2023-04,2023,2023-05,2023,False,0.0
2023-05-31,2023-07-03,33,9,2023-6420,15015.46,15015.46,True,Fully Paid,True,2023-05,2023,2023-07,2023,False,0.0
2023-06-30,2023-07-24,24,9,2023-6447,15015.46,15015.46,True,Fully Paid,False,2023-06,2023,2023-07,2023,False,0.0
2023-07-31,2023-08-28,28,9,2023-6476,15015.46,15015.46,True,Fully Paid,False,2023-07,2023,2023-08,2023,False,0.0
2023-08-31,2023-09-22,22,9,2023-6527,15015.46,15015.46,True,Fully Paid,False,2023-08,2023,2023-09,2023,False,0.0
2023-09-28,2023-10-23,25,9,2023-6543,15015.46,15015.46,True,Fully Paid,False,2023-09,2023,2023-10,2023,False,0.0
