Date Invoiced,Date Paid,No. Days taken to Pay,Client Name,Invoice Reference,Invoice Amount,Paid Amount,Is Duplicate,Payment Status,Is Late,Invoice Month,Invoice Year,Payment Month,Payment Year,Is Outstanding,Amount Due
2017-01-26,2017-02-21,26,15,2017-20173483,5189.78,5189.78,True,Fully Paid,False,2017-01,2017,2017-02,2017,False,0.0
2017-01-31,2017-02-23,23,15,2017-20173492,5189.78,5189.78,True,Fully Paid,False,2017-01,2017,2017-02,2017,False,0.0
2017-02-28,2017-03-26,26,15,2017-20173540,5189.78,5189.78,True,Fully Paid,False,2017-02,2017,2017-03,2017,False,0.0
2017-04-16,2017-05-09,23,15,2017-20173605,5189.78,5189.78,True,Fully Paid,False,2017-04,2017,2017-05,2017,False,0.0
2017-05-09,2017-06-04,26,15,2017-20173657,5189.78,5189.78,True,Fully Paid,False,2017-05,2017,2017-06,2017,False,0.0
2017-06-21,2017-07-20,29,15,2017-20173742,5189.78,5189.78,True,Fully Paid,False,2017-06,2017,2017-07,2017,False,0.0
2017-07-10,2017-08-20,41,15,2017-20173785,5189.78,5189.78,True,Fully Paid,True,2017-07,2017,2017-08,2017,False,0.0
2017-08-08,2017-10-03,56,15,2017-20173829,5189.78,5189.78,True,Fully Paid,True,2017-08,2017,2017-10,2017,False,0.0
2017-09-07,2017-10-31,54,15,2017-20173881,5189.78,5189.78,True,Fully Paid,True,2017-09,2017,2017-10,2017,False,0.0
2017-10-10,2017-11-23,44,15,2017-20173952,5189.78,5189.78,True,Fully Paid,True,2017-10,2017,2017-11,2017,False,0.0
2017-11-06,2017-12-06,30,15,2017-20173994,5189.78,5189.78,True,Fully Paid,False,2017-11,2017,2017-12,2017,False,0.0
2017-12-05,2018-01-14,40,15,2017-20174033,5189.78,5189.78,True,Fully Paid,True,2017-12,2017,2018-01,2018,False,0.0
2018-01-08,2018-02-26,49,15,2018-20184092,5189.78,5189.78,True,Fully Paid,True,2018-01,2018,2018-02,2018,False,0.0
2018-01-08,2018-02-26,49,15,2018-20184092,5189.78,5189.78,True,Fully Paid,True,2018-01,2018,2018-02,2018,False,0.0
2014-12-31,2015-02-03,34,16,2014-141243,63581.85,63581.85,False,Fully Paid,True,2014-12,2014,2015-02,2015,False,0.0
2022-01-31,2022-03-04,32,17,2022-5777,228112.56,228112.56,True,Fully Paid,True,2022-01,2022,2022-03,2022,False,0.0
2022-01-31,2022-03-04,32,17,2022-5777,145356.46,145356.46,True,Fully Paid,True,2022-01,2022,2022-03,2022,False,0.0
2022-02-08,2022-03-31,51,17,2022-5799,70034.96,70034.96,True,Fully Paid,True,2022-02,2022,2022-03,2022,False,0.0
2022-02-22,2022-04-12,49,17,2022-5809,70034.96,70034.96,False,Fully Paid,True,2022-02,2022,2022-04,2022,False,0.0
2022-05-25,2022-07-22,58,17,2022-5902,40766.23,40766.23,True,Fully Paid,True,2022-05,2022,2022-07,2022,False,0.0
2022-04-09,2022-04-28,19,17,2022-5868,33136.6,33136.6,False,Fully Paid,False,2022-04,2022,2022-04,2022,False,0.0
2022-03-31,2022-04-28,28,17,2022-5867,17221.94,17221.94,False,Fully Paid,False,2022-03,2022,2022-04,2022,False,0.0
2022-05-25,2022-07-22,58,17,2022-5902,28007.32,28007.32,True,Fully Paid,True,2022-05,2022,2022-07,2022,False,0.0
2023-02-28,2023-12-07,282,17,2023-6316,15209.82,15209.82,True,Fully Paid,True,2023-02,2023,2023-12,2023,False,0.0
2022-12-31,2023-12-07,341,17,2022-6209,41419.35,41419.35,True,Fully Paid,True,2022-12,2022,2023-12,2023,False,0.0
2022-07-18,2022-07-22,4,17,2022-5968,27704.81,27704.81,False,Fully Paid,False,2022-07,2022,2022-07,2022,False,0.0
2022-12-31,2023-12-07,341,17,2022-6209,28174.11,28174.11,True,Fully Paid,True,2022-12,2022,2023-12,2023,False,0.0
2022-02-08,2022-03-31,51,17,2022-5799,16030.49,16030.49,True,Fully Paid,True,2022-02,2022,2022-03,2022,False,0.0
2023-02-14,2023-12-07,296,17,2023-6282,16030.49,16030.49,False,Fully Paid,True,2023-02,2023,2023-12,2023,False,0.0
2023-02-28,2023-12-07,282,17,2023-6316,7862.09,7862.09,True,Fully Paid,True,2023-02,2023,2023-12,2023,False,0.0
2022-12-12,2022-12-31,19,17,2022-6197,6492.28,6492.28,False,Fully Paid,False,2022-12,2022,2022-12,2022,False,0.0
2016-10-31,2017-03-20,140,18,2016-20163323,10001.9,10001.9,False,Fully Paid,True,2016-10,2016,2017-03,2017,False,0.0
2015-09-30,2015-12-27,88,19,2015-20152628,371968.77,159415.19,True,Partially Paid,True,2015-09,2015,2015-12,2015,True,212553.58000000002
2015-09-30,2017-03-14,531,19,2015-20152628,371968.77,212553.59,True,Partially Paid,True,2015-09,2015,2017-03,2017,True,159415.18000000002
2015-08-30,2015-09-03,4,19,2015-20152566,96133.3,96133.3,False,Fully Paid,False,2015-08,2015,2015-09,2015,False,0.0
2017-03-30,2017-04-06,7,19,2017-20173598,27885.61,27885.61,True,Fully Paid,False,2017-03,2017,2017-04,2017,False,0.0
2017-04-30,2017-05-11,11,19,2017-20173653,27885.61,27885.61,True,Fully Paid,False,2017-04,2017,2017-05,2017,False,0.0
2014-08-31,2015-07-19,322,19,2014-14610,12736.3,12736.3,False,Fully Paid,True,2014-08,2014,2015-07,2015,False,0.0
2015-10-29,2015-12-27,59,19,2015-20152690,11178.58,11178.58,False,Fully Paid,True,2015-10,2015,2015-12,2015,False,0.0
2017-01-31,2017-02-19,19,19,2017-20173490,15557.24,15557.24,False,Fully Paid,False,2017-01,2017,2017-02,2017,False,0.0
2017-02-28,2017-03-13,13,19,2017-20173534,15557.24,15557.24,False,Fully Paid,False,2017-02,2017,2017-03,2017,False,0.0
2017-03-30,2017-04-06,7,19,2017-20173598,15557.24,15557.24,True,Fully Paid,False,2017-03,2017,2017-04,2017,False,0.0
2017-04-30,2017-05-11,11,19,2017-20173653,15557.24,15557.24,True,Fully Paid,False,2017-04,2017,2017-05,2017,False,0.0
2017-05-30,2017-07-03,34,19,2017-20173708,15557.24,15557.24,False,Fully Paid,True,2017-05,2017,2017-07,2017,False,0.0
2017-06-29,2017-08-08,40,19,2017-20173761,15557.24,15557.24,False,Fully Paid,True,2017-06,2017,2017-08,2017,False,0.0
2017-07-31,2017-09-26,57,19,2017-20173809,15557.24,15557.24,False,Fully Paid,True,2017-07,2017,2017-09,2017,False,0.0
2017-08-30,2017-09-26,27,19,2017-20173876,15557.24,15557.24,False,Fully Paid,False,2017-08,2017,2017-09,2017,False,0.0
2017-09-30,2017-11-05,36,19,2017-20173913,15557.24,15557.24,False,Fully Paid,True,2017-09,2017,2017-11,2017,False,0.0
2017-10-31,2017-12-27,57,19,2017-20173979,15557.24,15557.24,False,Fully Paid,True,2017-10,2017,2017-12,2017,False,0.0
2017-11-30,2017-12-27,27,19,2017-20174007,15557.24,15557.24,False,Fully Paid,False,2017-11,2017,2017-12,2017,False,0.0
2017-12-31,2018-02-07,38,19,2017-20174061,15557.24,15557.24,False,Fully Paid,True,2017-12,2017,2018-02,2018,False,0.0
2022-02-09,2022-03-14,33,20,2022-5802,908300.66,908300.66,False,Fully Paid,True,2022-02,2022,2022-03,2022,False,0.0
2022-02-09,2022-02-09,0,20,2022-5804,841240.7,0.01,True,Partially Paid,False,2022-02,2022,2022-02,2022,True,841240.69
2022-02-09,2022-03-14,33,20,2022-5804,841240.7,841240.69,True,Unknown,True,2022-02,2022,2022-03,2022,False,0.010000000009313226
2022-02-09,2022-03-14,33,20,2022-5801,741866.22,741866.22,False,Fully Paid,True,2022-02,2022,2022-03,2022,False,0.0
2022-02-09,2022-03-14,33,20,2022-5803,783293.3,783293.3,False,Fully Paid,True,2022-02,2022,2022-03,2022,False,0.0
2019-05-30,2019-09-02,95,20,2019-4745,501431.76,501431.76,True,Fully Paid,True,2019-05,2019,2019-09,2019,False,0.0
2019-04-18,2019-07-15,88,20,2019-4708,358916.68,358916.68,True,Fully Paid,True,2019-04,2019,2019-07,2019,False,0.0
2022-10-31,2023-02-13,105,20,2022-6110,282422.46,282422.46,False,Fully Paid,True,2022-10,2022,2023-02,2023,False,0.0
2019-05-30,2019-09-02,95,20,2019-4745,175282.52,175282.52,True,Fully Paid,True,2019-05,2019,2019-09,2019,False,0.0
2019-05-30,2019-09-02,95,20,2019-4745,83622.05,83622.05,True,Fully Paid,True,2019-05,2019,2019-09,2019,False,0.0
2022-10-31,2023-03-14,134,20,2022-6151,82417.91,82417.91,False,Fully Paid,True,2022-10,2022,2023-03,2023,False,0.0
2019-04-18,2019-07-15,88,20,2019-4708,117282.61,117282.61,True,Fully Paid,True,2019-04,2019,2019-07,2019,False,0.0
2019-05-19,2019-07-15,57,20,2019-4741,48544.87,48544.87,True,Fully Paid,True,2019-05,2019,2019-07,2019,False,0.0
2018-12-06,2019-03-18,102,20,2018-20184529,64291.12,64291.12,False,Fully Paid,True,2018-12,2018,2019-03,2019,False,0.0
2018-11-29,2019-03-18,109,20,2018-20184508,26747.37,26337.56,True,Partially Paid,True,2018-11,2018,2019-03,2019,True,409.8099999999977
2018-11-29,2019-03-18,109,20,2018-20184508,26747.37,409.81,True,Partially Paid,True,2018-11,2018,2019-03,2019,True,26337.559999999998
2019-05-30,2019-09-02,95,20,2019-4745,25641.47,25641.47,True,Fully Paid,True,2019-05,2019,2019-09,2019,False,0.0
2018-12-30,2019-03-18,78,20,2018-20184548,35897.68,35897.68,False,Fully Paid,True,2018-12,2018,2019-03,2019,False,0.0
2019-05-19,2019-07-15,57,20,2019-4741,30977.82,30977.82,True,Fully Paid,True,2019-05,2019,2019-07,2019,False,0.0
2019-05-30,2019-09-02,95,20,2019-4745,10131.22,10131.22,True,Fully Paid,True,2019-05,2019,2019-09,2019,False,0.0
2019-05-19,2019-07-15,57,20,2019-4741,18408.87,18408.87,True,Fully Paid,True,2019-05,2019,2019-07,2019,False,0.0
2019-05-30,2019-09-02,95,20,2019-4745,15848.98,15848.98,True,Fully Paid,True,2019-05,2019,2019-09,2019,False,0.0
2019-05-19,2019-07-15,57,20,2019-4741,10352.91,10352.91,True,Fully Paid,True,2019-05,2019,2019-07,2019,False,0.0
2024-02-29,2024-03-28,28,21,2024-6760,180160.12,180160.12,True,Fully Paid,False,2024-02,2024,2024-03,2024,False,0.0
2024-03-28,2024-04-23,26,21,2024-6792,180160.12,180160.12,True,Fully Paid,False,2024-03,2024,2024-04,2024,False,0.0
2024-02-29,2024-03-28,28,21,2024-6760,433539.03,433539.03,True,Fully Paid,False,2024-02,2024,2024-03,2024,False,0.0
2024-03-28,2024-04-23,26,21,2024-6792,433539.03,433539.03,True,Fully Paid,False,2024-03,2024,2024-04,2024,False,0.0
2024-02-29,2024-03-28,28,21,2024-6760,303940.06,194812.39,True,Partially Paid,False,2024-02,2024,2024-03,2024,True,109127.66999999998
2024-02-29,2024-03-28,28,21,2024-6760,303940.06,109127.68,True,Partially Paid,False,2024-02,2024,2024-03,2024,True,194812.38
2023-12-31,2024-01-31,31,21,2023-6684,223245.64,223245.64,True,Fully Paid,True,2023-12,2023,2024-01,2024,False,0.0
2023-11-30,2024-03-12,103,21,2023-6649,91211.58,91211.58,True,Fully Paid,True,2023-11,2023,2024-03,2024,False,0.0
2023-11-30,2024-03-12,103,21,2023-6649,133469.36,133469.36,True,Fully Paid,True,2023-11,2023,2024-03,2024,False,0.0
2023-12-31,2024-01-31,31,21,2023-6684,145200.7,145200.7,True,Fully Paid,True,2023-12,2023,2024-01,2024,False,0.0
2024-03-28,2024-04-23,26,21,2024-6792,142484.54,142484.54,True,Fully Paid,False,2024-03,2024,2024-04,2024,False,0.0
2023-07-05,2023-07-28,23,21,2023-6450,81870.41,81870.41,True,Fully Paid,False,2023-07,2023,2023-07,2023,False,0.0
2024-02-29,2024-03-28,28,21,2024-6760,81870.41,81870.41,True,Fully Paid,False,2024-02,2024,2024-03,2024,False,0.0
2023-07-05,2023-07-28,23,21,2023-6450,56307.15,56307.15,True,Fully Paid,False,2023-07,2023,2023-07,2023,False,0.0
2023-07-05,2023-07-28,23,21,2023-6450,76163.6,76163.6,True,Fully Paid,False,2023-07,2023,2023-07,2023,False,0.0
2023-11-30,2024-03-12,103,21,2023-6649,74036.45,74036.45,True,Fully Paid,True,2023-11,2023,2024-03,2024,False,0.0
2024-03-14,2024-04-17,34,21,2024-6783,11171.93,11171.93,False,Fully Paid,True,2024-03,2024,2024-04,2024,False,0.0
2015-03-30,2015-06-28,90,22,2015-20151079,185720.1,139.29,True,Partially Paid,True,2015-03,2015,2015-06,2015,True,185580.81
2015-03-30,2015-06-28,90,22,2015-20151079,185720.1,185580.81,True,Partially Paid,True,2015-03,2015,2015-06,2015,True,139.29000000000815
2015-05-31,2015-08-25,86,22,2015-20152404,305351.94,249.83,True,Partially Paid,True,2015-05,2015,2015-08,2015,True,305102.11
2015-05-31,2015-08-25,86,22,2015-20152404,305351.94,305102.1,True,Partially Paid,True,2015-05,2015,2015-08,2015,True,249.8400000000256
2015-02-23,2015-02-25,2,22,2015-20151053,322512.31,601.99,True,Partially Paid,False,2015-02,2015,2015-02,2015,True,321910.32
2015-02-23,2015-02-25,2,22,2015-20151053,322512.31,321910.32,True,Partially Paid,False,2015-02,2015,2015-02,2015,True,601.9899999999907
2015-02-19,2015-02-26,7,22,2015-20152305,178549.1,178549.1,False,Fully Paid,False,2015-02,2015,2015-02,2015,False,0.0
2014-12-30,2015-01-11,12,22,2014-20141032,109631.13,195.2,True,Partially Paid,False,2014-12,2014,2015-01,2015,True,109435.93000000001
2014-12-30,2015-01-11,12,22,2014-20141032,109631.13,109435.92,True,Partially Paid,False,2014-12,2014,2015-01,2015,True,195.2100000000064
2014-12-31,2015-01-06,6,22,2014-20142250,198497.91,198497.91,False,Fully Paid,False,2014-12,2014,2015-01,2015,False,0.0
2015-06-03,2015-08-19,77,22,2015-20152423,96133.3,96133.3,True,Fully Paid,True,2015-06,2015,2015-08,2015,False,0.0
2015-06-03,2015-08-19,77,22,2015-20152423,76979.34,76979.34,True,Fully Paid,True,2015-06,2015,2015-08,2015,False,0.0
2015-12-31,2016-01-26,26,22,2015-20152844,30598.44,135.14,True,Partially Paid,False,2015-12,2015,2016-01,2016,True,30463.3
2015-12-31,2016-01-26,26,22,2015-20152844,30598.44,30463.3,True,Partially Paid,False,2015-12,2015,2016-01,2016,True,135.13999999999942
2015-07-26,2015-08-19,24,22,2015-20152516,21487.28,21487.28,False,Fully Paid,False,2015-07,2015,2015-08,2015,False,0.0
2016-11-22,2017-05-08,167,22,2016-20163372,54120.07,54120.07,True,Fully Paid,True,2016-11,2016,2017-05,2017,False,0.0
2016-06-30,2016-07-14,14,22,2016-20163146,28982.12,43.91,True,Partially Paid,False,2016-06,2016,2016-07,2016,True,28938.21
2016-06-30,2016-07-14,14,22,2016-20163146,28982.12,94.56,True,Partially Paid,False,2016-06,2016,2016-07,2016,True,28887.559999999998
2016-06-30,2016-07-14,14,22,2016-20163146,28982.12,28843.65,True,Partially Paid,False,2016-06,2016,2016-07,2016,True,138.46999999999753
2016-08-30,2016-10-03,34,22,2016-20163238,28982.12,244.74,True,Partially Paid,True,2016-08,2016,2016-10,2016,True,28737.379999999997
2016-08-30,2016-10-03,34,22,2016-20163238,28982.12,28737.38,True,Partially Paid,True,2016-08,2016,2016-10,2016,True,244.73999999999796
2016-06-30,2016-10-20,112,22,2016-20163161,25990.75,25990.75,True,Fully Paid,True,2016-06,2016,2016-10,2016,False,0.0
2015-12-31,2016-01-26,26,22,2015-20152844,14868.0,14868.0,True,Fully Paid,False,2015-12,2015,2016-01,2016,False,0.0
2016-06-30,2016-10-20,112,22,2016-20163161,14868.0,14868.0,True,Fully Paid,True,2016-06,2016,2016-10,2016,False,0.0
2016-09-30,2016-10-20,20,22,2016-20163305,14868.0,14868.0,False,Fully Paid,False,2016-09,2016,2016-10,2016,False,0.0
2016-12-21,2017-05-08,138,22,2016-20163425,14868.0,14868.0,False,Fully Paid,True,2016-12,2016,2017-05,2017,False,0.0
2017-01-23,2017-05-08,105,22,2017-20173479,14868.0,14868.0,False,Fully Paid,True,2017-01,2017,2017-05,2017,False,0.0
2017-02-28,2017-05-08,69,22,2017-20173558,18697.78,18697.78,False,Fully Paid,True,2017-02,2017,2017-05,2017,False,0.0
2017-01-31,2017-05-08,97,22,2017-20173503,17911.9,17911.9,False,Fully Paid,True,2017-01,2017,2017-05,2017,False,0.0
2016-12-29,2017-05-08,130,22,2016-20163453,19100.3,19100.3,False,Fully Paid,True,2016-12,2016,2017-05,2017,False,0.0
2015-06-03,2015-08-19,77,22,2015-20152423,12255.6,177.8,True,Partially Paid,True,2015-06,2015,2015-08,2015,True,12077.800000000001
2015-06-03,2015-08-19,77,22,2015-20152423,12255.6,177.8,True,Partially Paid,True,2015-06,2015,2015-08,2015,True,12077.800000000001
2015-06-03,2015-08-19,77,22,2015-20152423,12255.6,11900.0,True,Partially Paid,True,2015-06,2015,2015-08,2015,True,355.60000000000036
2015-08-30,2016-01-06,129,22,2015-20152584,11359.46,123.31,True,Partially Paid,True,2015-08,2015,2016-01,2016,True,11236.15
2015-08-30,2016-01-06,129,22,2015-20152584,11359.46,11236.15,True,Partially Paid,True,2015-08,2015,2016-01,2016,True,123.30999999999949
2022-09-16,2022-10-07,21,23,2022-6062,168831.95,168831.95,False,Fully Paid,False,2022-09,2022,2022-10,2022,False,0.0
2019-06-30,2019-09-12,74,23,2019-4794,25512.0,25512.0,False,Fully Paid,True,2019-06,2019,2019-09,2019,False,0.0
2019-05-30,2019-07-22,53,23,2019-4765,31578.29,31578.29,False,Fully Paid,True,2019-05,2019,2019-07,2019,False,0.0
2019-04-30,2019-06-11,42,23,2019-4718,17435.27,17435.27,False,Fully Paid,True,2019-04,2019,2019-06,2019,False,0.0
2022-01-25,2022-02-22,28,24,2022-5773,34637.52,34637.52,False,Fully Paid,False,2022-01,2022,2022-02,2022,False,0.0
2015-04-16,2015-05-20,34,25,2015-20152355,102796.62,102796.62,False,Fully Paid,True,2015-04,2015,2015-05,2015,False,0.0
2015-02-26,2015-05-20,83,25,2015-20152309,62890.31,62890.31,False,Fully Paid,True,2015-02,2015,2015-05,2015,False,0.0
2015-01-29,2015-05-14,105,25,2015-20152285,52452.44,52452.44,False,Fully Paid,True,2015-01,2015,2015-05,2015,False,0.0
2014-12-31,2015-01-07,7,25,2014-20142253,41670.12,41670.12,False,Fully Paid,False,2014-12,2014,2015-01,2015,False,0.0
2015-08-31,2015-12-21,112,25,2015-20152602,11559.75,11559.75,True,Fully Paid,True,2015-08,2015,2015-12,2015,False,0.0
2015-09-29,2016-06-13,258,25,2015-20152651,11559.75,11559.75,False,Fully Paid,True,2015-09,2015,2016-06,2016,False,0.0
2015-10-29,2016-06-13,228,25,2015-20152693,11559.75,11559.75,False,Fully Paid,True,2015-10,2015,2016-06,2016,False,0.0
2015-12-31,2016-06-13,165,25,2015-20152841,11559.75,11559.75,True,Fully Paid,True,2015-12,2015,2016-06,2016,False,0.0
2015-12-31,2017-12-14,714,25,2015-20152841,14832.19,13596.17,True,Partially Paid,True,2015-12,2015,2017-12,2017,True,1236.0200000000004
2015-12-31,2016-06-13,165,25,2015-20152841,14832.19,1236.02,True,Partially Paid,True,2015-12,2015,2016-06,2016,True,13596.17
2015-06-30,2015-10-22,114,25,2015-20152479,13421.12,13421.12,False,Fully Paid,True,2015-06,2015,2015-10,2015,False,0.0
2015-08-31,2015-11-02,63,25,2015-20152602,13421.12,13421.12,True,Fully Paid,True,2015-08,2015,2015-11,2015,False,0.0
2015-12-23,2016-04-28,127,26,2015-20152797,160246.64,160246.64,False,Fully Paid,True,2015-12,2015,2016-04,2016,False,0.0
2015-11-11,2015-12-29,48,26,2015-20152722,80710.38,80710.38,False,Fully Paid,True,2015-11,2015,2015-12,2015,False,0.0
2015-10-07,2015-11-11,35,26,2015-20152663,91350.75,91350.75,False,Fully Paid,True,2015-10,2015,2015-11,2015,False,0.0
2015-09-29,2015-11-11,43,26,2015-20152654,43149.21,43149.21,False,Fully Paid,True,2015-09,2015,2015-11,2015,False,0.0
2016-03-03,2016-04-10,38,26,2016-20162947,28982.12,28982.12,False,Fully Paid,True,2016-03,2016,2016-04,2016,False,0.0
2016-06-30,2016-07-31,31,26,2016-20163162,28732.66,6530.15,True,Partially Paid,True,2016-06,2016,2016-07,2016,True,22202.510000000002
2016-06-30,2017-01-08,192,26,2016-20163162,28732.66,22202.51,True,Partially Paid,True,2016-06,2016,2017-01,2017,True,6530.1500000000015
2016-06-30,2017-01-08,192,26,2016-20163162,23379.34,23379.34,True,Fully Paid,True,2016-06,2016,2017-01,2017,False,0.0
2016-11-24,2017-06-14,202,26,2016-20163377,23379.34,23379.34,False,Fully Paid,True,2016-11,2016,2017-06,2017,False,0.0
2016-02-29,2016-04-10,41,26,2016-20162927,14868.0,14868.0,False,Fully Paid,True,2016-02,2016,2016-04,2016,False,0.0
2016-06-30,2016-07-31,31,26,2016-20163162,14868.0,14868.0,True,Fully Paid,True,2016-06,2016,2016-07,2016,False,0.0
2016-05-31,2016-07-12,42,26,2016-20163104,7121.77,7121.77,False,Fully Paid,True,2016-05,2016,2016-07,2016,False,0.0
2016-07-31,2016-09-26,57,26,2016-20163209,7121.77,7121.77,False,Fully Paid,True,2016-07,2016,2016-09,2016,False,0.0
2016-10-30,2017-05-10,192,26,2016-20163338,7121.77,7121.77,False,Fully Paid,True,2016-10,2016,2017-05,2017,False,0.0
2024-02-15,2024-02-19,4,27,2024-6748,59922.56,59922.56,False,Fully Paid,False,2024-02,2024,2024-02,2024,False,0.0
2022-02-28,2022-08-25,178,28,2022-5828,39233.41,39233.41,True,Fully Paid,True,2022-02,2022,2022-08,2022,False,0.0
2022-02-28,2022-08-25,178,28,2022-5828,15173.93,15173.93,True,Fully Paid,True,2022-02,2022,2022-08,2022,False,0.0
2017-11-30,2017-12-14,14,29,2017-20174006,321954.15,321954.15,True,Fully Paid,False,2017-11,2017,2017-12,2017,False,0.0
2017-12-31,2018-01-15,15,29,2017-20174060,321954.15,321954.15,True,Fully Paid,False,2017-12,2017,2018-01,2018,False,0.0
2018-01-31,2018-04-08,67,29,2018-20184107,419849.66,419849.66,True,Fully Paid,True,2018-01,2018,2018-04,2018,False,0.0
2018-03-29,2018-09-30,185,29,2018-20184212,419849.66,419849.66,True,Fully Paid,True,2018-03,2018,2018-09,2018,False,0.0
2017-12-31,2018-01-15,15,29,2017-20174060,376214.97,376214.97,True,Fully Paid,False,2017-12,2017,2018-01,2018,False,0.0
2017-12-31,2018-01-15,15,29,2017-20174060,336876.24,336876.24,True,Fully Paid,False,2017-12,2017,2018-01,2018,False,0.0
2018-01-31,2018-04-08,67,29,2018-20184107,310487.64,310487.64,True,Fully Paid,True,2018-01,2018,2018-04,2018,False,0.0
2018-03-29,2018-10-31,216,29,2018-20184212,310487.64,282.26,True,Partially Paid,True,2018-03,2018,2018-10,2018,True,310205.38
2018-03-29,2018-09-30,185,29,2018-20184212,310487.64,202085.79,True,Partially Paid,True,2018-03,2018,2018-09,2018,True,108401.85
2018-03-29,2018-11-25,241,29,2018-20184212,310487.64,108119.59,True,Partially Paid,True,2018-03,2018,2018-11,2018,True,202368.05000000002
2018-01-31,2018-04-08,67,29,2018-20184107,122189.22,122189.22,True,Fully Paid,True,2018-01,2018,2018-04,2018,False,0.0
2018-03-29,2018-11-25,241,29,2018-20184212,122189.22,122189.22,True,Fully Paid,True,2018-03,2018,2018-11,2018,False,0.0
2017-10-31,2017-11-06,6,29,2017-20173984,238464.49,238464.49,True,Fully Paid,False,2017-10,2017,2017-11,2017,False,0.0
2017-11-30,2017-12-14,14,29,2017-20174006,222846.77,222846.77,True,Fully Paid,False,2017-11,2017,2017-12,2017,False,0.0
2017-11-30,2017-12-14,14,29,2017-20174006,121661.69,121661.69,True,Fully Paid,False,2017-11,2017,2017-12,2017,False,0.0
2017-10-03,2017-10-03,0,29,2017-20173936,112111.55,112111.55,True,Fully Paid,False,2017-10,2017,2017-10,2017,False,0.0
2018-05-31,2018-11-25,178,29,2018-20184286,101179.73,101179.73,True,Fully Paid,True,2018-05,2018,2018-11,2018,False,0.0
2018-06-13,2018-11-25,165,29,2018-20184314,101417.87,101417.87,True,Fully Paid,True,2018-06,2018,2018-11,2018,False,0.0
2017-10-31,2017-11-06,6,29,2017-20173984,102877.59,102877.59,True,Fully Paid,False,2017-10,2017,2017-11,2017,False,0.0
2017-10-03,2017-10-03,0,29,2017-20173936,79851.28,79851.28,True,Fully Paid,False,2017-10,2017,2017-10,2017,False,0.0
2017-10-03,2017-10-03,0,29,2017-20173936,34665.31,34665.31,True,Fully Paid,False,2017-10,2017,2017-10,2017,False,0.0
2017-10-31,2017-11-06,6,29,2017-20173984,34665.31,34665.31,True,Fully Paid,False,2017-10,2017,2017-11,2017,False,0.0
2018-05-31,2018-11-25,178,29,2018-20184286,83489.65,83489.65,True,Fully Paid,True,2018-05,2018,2018-11,2018,False,0.0
2018-05-31,2018-11-25,178,29,2018-20184286,59922.56,59922.56,True,Fully Paid,True,2018-05,2018,2018-11,2018,False,0.0
2018-10-14,2019-03-03,140,29,2018-20184455,41096.25,41096.25,False,Fully Paid,True,2018-10,2018,2019-03,2019,False,0.0
2018-06-13,2018-11-25,165,29,2018-20184314,48426.08,48426.08,True,Fully Paid,True,2018-06,2018,2018-11,2018,False,0.0
2018-04-19,2018-11-25,220,29,2018-20181904,31578.29,31578.29,True,Fully Paid,True,2018-04,2018,2018-11,2018,False,0.0
2018-06-13,2018-11-25,165,29,2018-20184314,27610.87,27610.87,True,Fully Paid,True,2018-06,2018,2018-11,2018,False,0.0
2018-08-15,2018-11-25,102,29,2018-20184389,21400.91,21400.91,False,Fully Paid,True,2018-08,2018,2018-11,2018,False,0.0
2018-03-20,2018-04-08,19,29,2018-20182003,7212.79,7212.79,True,Fully Paid,False,2018-03,2018,2018-04,2018,False,0.0
2018-04-19,2018-11-25,220,29,2018-20181904,7212.79,7212.79,True,Fully Paid,True,2018-04,2018,2018-11,2018,False,0.0
2018-03-20,2018-04-08,19,29,2018-20182003,7212.79,7212.79,True,Fully Paid,False,2018-03,2018,2018-04,2018,False,0.0
2022-06-30,2022-09-23,85,30,2022-5948,222032.13,222032.13,False,Fully Paid,True,2022-06,2022,2022-09,2022,False,0.0
2022-09-19,2022-11-22,64,30,2022-6063,101177.06,101177.06,False,Fully Paid,True,2022-09,2022,2022-11,2022,False,0.0
2022-12-31,2023-05-18,138,30,2022-6229,101177.06,101177.06,False,Fully Paid,True,2022-12,2022,2023-05,2023,False,0.0
2023-09-20,2023-09-27,7,31,2023-6557,59632.58,59632.58,False,Fully Paid,False,2023-09,2023,2023-09,2023,False,0.0
2013-03-31,2015-10-28,941,32,2013-13492,122578.98,32833.66,True,Partially Paid,True,2013-03,2013,2015-10,2015,True,89745.31999999999
2013-03-31,2015-10-28,941,32,2013-13492,122578.98,2188.91,True,Partially Paid,True,2013-03,2013,2015-10,2015,True,120390.06999999999
2013-03-31,2015-10-28,941,32,2013-13493,23362.09,23362.09,False,Fully Paid,True,2013-03,2013,2015-10,2015,False,0.0
2023-06-30,2023-08-23,54,33,2023-6464,545318.62,155495.22,True,Partially Paid,True,2023-06,2023,2023-08,2023,True,389823.4
2022-08-31,2022-11-18,79,33,2022-6028,325664.85,325664.85,True,Fully Paid,True,2022-08,2022,2022-11,2022,False,0.0
2022-02-28,2022-05-31,92,33,2022-5826,572213.74,572213.74,True,Fully Paid,True,2022-02,2022,2022-05,2022,False,0.0
2023-06-30,2023-08-23,54,33,2023-6464,475121.74,475121.74,True,Fully Paid,True,2023-06,2023,2023-08,2023,False,0.0
